clade_membership,frequency,projected_frequency,n_strains,observed_frequency,future_n_strains,forecast_error,absolute_forecast_error,sample,timepoint,future_timepoint,delta_month,delay_type
A.6.8.4.6,0.035975,0.0486162301553699,12,0.016181,22,-0.0324352301553699,0.0324352301553699,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6.8.4.6.2,0.00902,0.009653571768629,2,0.012247,9,0.002593428231370999,0.002593428231370999,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6.8.4.7,0.104066,0.1315950793791979,96,0.074144,91,-0.0574510793791979,0.0574510793791979,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6.8.5,0.057654000000000004,0.014654152852856395,36,0.8186289999999999,586,0.8039748471471435,0.8039748471471435,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6.8.5.1,0.025517,0.010230274255316963,18,0.063678,43,0.05344772574468304,0.05344772574468304,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6.8.5.2,0.029646,0.0035709011494717002,10,0.7549509999999999,543,0.7513800988505283,0.7513800988505283,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6.8.5.2.4,0.018524,0.0024410512505988,6,0.28909399999999996,197,0.28665294874940117,0.28665294874940117,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6.8.5.2.4.1,0.001953,0.0001005755679665,1,0.262555,156,0.2624544244320335,0.2624544244320335,h3n2_no_delay,2011-04-01,2012-01-01,9.0,none
A.6,0.999978,0.9999999999999749,630,0.999984,807,-1.599999997492496e-05,1.599999997492496e-05,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.6,0.147174,0.09013409346908459,98,0.018916999999999996,9,-0.07121709346908459,0.07121709346908459,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.6.2,0.014262,0.004554690284898445,10,0.0,0,-0.004554690284898445,0.004554690284898445,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.6.2.1,0.00997,0.003612777041011245,8,0.0,0,-0.003612777041011245,0.003612777041011245,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.6.3,0.129623,0.08538563291431323,86,0.017654,8,-0.06773163291431322,0.06773163291431322,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.6.3.2,0.030130999999999998,0.008947597153206206,13,0.000812,1,-0.008135597153206206,0.008135597153206206,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.6.3.3,0.091889,0.07503416476931754,65,0.015792999999999998,6,-0.05924116476931754,0.05924116476931754,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8,0.851056,0.9095073787810424,530,0.9810669999999999,798,0.07155962121895754,0.07155962121895754,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.1,0.065216,0.0212128403368329,62,0.009008,10,-0.012204840336832898,0.012204840336832898,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.2,0.014355,0.0026454468288571206,10,0.0,0,-0.0026454468288571206,0.0026454468288571206,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.3,0.045457,0.0184216351564918,20,0.0,0,-0.0184216351564918,0.0184216351564918,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.4,0.5807100000000001,0.8203691025156169,345,0.153401,201,-0.6669681025156169,0.6669681025156169,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.4.1,0.033555,0.047874491713923495,11,1.3e-05,1,-0.047861491713923496,0.047861491713923496,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.4.2,0.040526,0.044409933065753804,14,0.001051,2,-0.0433589330657538,0.0433589330657538,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.4.3,0.032447000000000004,0.0272048045553721,17,0.0,0,-0.0272048045553721,0.0272048045553721,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.4.5,0.00045000000000000004,0.00015722421621316486,10,0.0,0,-0.00015722421621316486,0.00015722421621316486,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.4.6,0.032545,0.0359292827365353,9,0.016181,22,-0.019748282736535297,0.019748282736535297,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.4.7,0.121365,0.11407203462146398,93,0.074144,91,-0.03992803462146398,0.03992803462146398,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.5,0.068174,0.01967007723833253,34,0.8186289999999999,586,0.7989589227616674,0.7989589227616674,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.5.1,0.035949,0.01549711423886093,18,0.063678,43,0.04818088576113907,0.04818088576113907,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.5.2,0.028716,0.0029105505482863,8,0.7549509999999999,543,0.7520404494517137,0.7520404494517137,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.5.2.4,0.013047,0.0013157608130887999,4,0.28909399999999996,197,0.28777823918691114,0.28777823918691114,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6.8.5.2.4.1,0.00275,0.0001167658813786,1,0.262555,156,0.2624382341186214,0.2624382341186214,h3n2_ideal_delay,2011-04-01,2012-01-01,9.0,ideal
A.6,0.99998,0.9999999999999822,465,0.999984,807,-1.5999999982252433e-05,1.5999999982252433e-05,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6,0.11891000000000002,0.08172145187581112,70,0.018916999999999996,9,-0.06280445187581113,0.06280445187581113,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6.1,1.9e-05,5.595222160230356e-06,1,0.0,0,-5.595222160230356e-06,5.595222160230356e-06,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6.2,0.007194000000000001,0.002070546720576,5,0.0,0,-0.002070546720576,0.002070546720576,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6.2.1,0.005727,0.0016386706556863,4,0.0,0,-0.0016386706556863,0.0016386706556863,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6.3,0.11152200000000001,0.07959824742104318,61,0.017654,8,-0.06194424742104318,0.06194424742104318,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6.3.1,2.3e-05,6.819256716072599e-06,1,0.0,0,-6.819256716072599e-06,6.819256716072599e-06,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6.3.2,0.028310000000000002,0.005847456412425656,9,0.000812,1,-0.005035456412425656,0.005035456412425656,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.6.3.3,0.079907,0.07279994019432809,45,0.015792999999999998,6,-0.05700694019432809,0.05700694019432809,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8,0.8786820000000001,0.9178079559479286,394,0.9810669999999999,798,0.06325904405207128,0.06325904405207128,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.1,0.08897200000000001,0.041466011247800964,48,0.009008,10,-0.03245801124780096,0.03245801124780096,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.2,0.022896,0.004074135511171334,9,0.0,0,-0.004074135511171334,0.004074135511171334,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.3,0.063459,0.026774188101360098,14,0.0,0,-0.026774188101360098,0.026774188101360098,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.4,0.5708,0.8112310545435657,252,0.153401,201,-0.6578300545435657,0.6578300545435657,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.4.1,0.042086,0.0281773996042953,6,1.3e-05,1,-0.0281643996042953,0.0281643996042953,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.4.2,0.021098,0.015096053357963699,6,0.001051,2,-0.014045053357963699,0.014045053357963699,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.4.3,0.021639000000000002,0.0565095633501763,10,0.0,0,-0.0565095633501763,0.0565095633501763,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.4.5,0.001326,0.0006931464119480945,16,0.0,0,-0.0006931464119480945,0.0006931464119480945,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.4.6,0.020416,0.0229692344782203,3,0.016181,22,-0.006788234478220301,0.006788234478220301,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.4.7,0.111838,0.18847761977364277,62,0.074144,91,-0.11433361977364277,0.11433361977364277,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.5,0.07922399999999999,0.01700435292879833,21,0.8186289999999999,586,0.8016246470712016,0.8016246470712016,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.5.1,0.040081,0.012337882758758406,12,0.063678,43,0.051340117241241594,0.051340117241241594,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.5.2,0.031120999999999996,0.0021702316994406,3,0.7549509999999999,543,0.7527807683005593,0.7527807683005593,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6.8.5.2.4,0.019096,0.0013970477433616,2,0.28909399999999996,197,0.2876969522566384,0.2876969522566384,h3n2_realistic_delay,2011-04-01,2012-01-01,9.0,realistic
A.6,0.999977,0.9999999999999755,692,0.999982,846,-1.799999997542656e-05,1.799999997542656e-05,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.6,0.198316,0.1025039214155548,121,0.003304,9,-0.0991999214155548,0.0991999214155548,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.6.2,0.016104,0.002165965874538855,12,0.0,0,-0.002165965874538855,0.002165965874538855,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.6.2.1,0.013058,0.0019443107749685987,10,0.0,0,-0.0019443107749685987,0.0019443107749685987,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.6.3,0.179877,0.10030707722743776,107,0.0032400000000000003,8,-0.09706707722743775,0.09706707722743775,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.6.3.2,0.051543,0.011916217168710578,20,2.6e-05,1,-0.011890217168710578,0.011890217168710578,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.6.3.3,0.12293899999999999,0.08806902806698796,79,0.003171,6,-0.08489802806698796,0.08489802806698796,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8,0.800419,0.8974134781862925,569,0.986415,834,0.08900152181370757,0.08900152181370757,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.1,0.054747,0.008339543293280334,64,0.020747,12,0.012407456706719668,0.012407456706719668,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.2,0.010187000000000002,0.000636529294402851,10,0.0,0,-0.000636529294402851,0.000636529294402851,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.3,0.049305,0.0087766021566255,25,0.0,0,-0.0087766021566255,0.0087766021566255,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4,0.547959,0.8477678465496538,372,0.14321899999999999,157,-0.7045488465496538,0.7045488465496538,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4.1,0.031899,0.0193416452056362,13,0.0,0,-0.0193416452056362,0.0193416452056362,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4.2,0.048501,0.047052524519918,19,2.6e-05,1,-0.047026524519918005,0.047026524519918005,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4.3,0.027544,0.0204704564730286,18,0.0,0,-0.0204704564730286,0.0204704564730286,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4.5,0.00031999999999999997,2.1277633346985554e-05,10,0.0,0,-2.1277633346985554e-05,2.1277633346985554e-05,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4.6,0.035975,0.0403979648156753,12,0.019671,15,-0.0207269648156753,0.0207269648156753,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4.6.2,0.00902,0.006574510188449999,2,0.008271,8,0.0016964898115500015,0.0016964898115500015,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.4.7,0.104066,0.12174881145341807,96,0.071377,66,-0.05037181145341807,0.05037181145341807,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.5,0.057654000000000004,0.006764346878018839,36,0.822449,665,0.8156846531219811,0.8156846531219811,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.5.1,0.025517,0.005169506307681257,18,0.059162,52,0.05399249369231874,0.05399249369231874,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.5.2,0.029646,0.0011863627204491101,10,0.763287,613,0.7621006372795509,0.7621006372795509,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.5.2.4,0.018524,0.0008364412516889173,6,0.35743400000000003,264,0.3565975587483111,0.3565975587483111,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6.8.5.2.4.1,0.001953,2.4781033604748066e-05,1,0.349885,247,0.34986021896639524,0.34986021896639524,h3n2_no_delay,2011-04-01,2012-04-01,12.0,none
A.6,0.999978,0.9999999999999754,630,0.999982,846,-1.799999997531554e-05,1.799999997531554e-05,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.6,0.147174,0.06194582705755076,98,0.003304,9,-0.058641827057550756,0.058641827057550756,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.6.2,0.014262,0.002226977325316313,10,0.0,0,-0.002226977325316313,0.002226977325316313,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.6.2.1,0.00997,0.0018259789019427885,8,0.0,0,-0.0018259789019427885,0.0018259789019427885,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.6.3,0.129623,0.0596639283438319,86,0.0032400000000000003,8,-0.0564239283438319,0.0564239283438319,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.6.3.2,0.030130999999999998,0.004284324753799265,13,2.6e-05,1,-0.004258324753799265,0.004258324753799265,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.6.3.3,0.091889,0.054800978387046374,65,0.003171,6,-0.051629978387046374,0.051629978387046374,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8,0.851056,0.9379058293332266,530,0.986415,834,0.048509170666773405,0.048509170666773405,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.1,0.065216,0.011316756689365591,62,0.020747,12,0.00943024331063441,0.00943024331063441,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.2,0.014355,0.0010667713204016646,10,0.0,0,-0.0010667713204016646,0.0010667713204016646,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.3,0.045457,0.0102374886370897,20,0.0,0,-0.0102374886370897,0.0102374886370897,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.4,0.5807100000000001,0.8906099119832958,345,0.14321899999999999,157,-0.7473909119832958,0.7473909119832958,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.4.1,0.033555,0.04099235100058029,11,0.0,0,-0.04099235100058029,0.04099235100058029,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.4.2,0.040526,0.041849025821473804,14,2.6e-05,1,-0.041823025821473805,0.041823025821473805,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.4.3,0.032447000000000004,0.021248361125392398,17,0.0,0,-0.021248361125392398,0.021248361125392398,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.4.5,0.00045000000000000004,7.919614210219736e-05,10,0.0,0,-7.919614210219736e-05,7.919614210219736e-05,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.4.6,0.032545,0.0277007373746395,9,0.019671,15,-0.008029737374639499,0.008029737374639499,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.4.7,0.121365,0.09692318962742733,93,0.071377,66,-0.02554618962742733,0.02554618962742733,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.5,0.068174,0.01009748132453385,34,0.822449,665,0.8123515186754662,0.8123515186754662,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.5.1,0.035949,0.008486145992246584,18,0.059162,52,0.050675854007753415,0.050675854007753415,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.5.2,0.028716,0.0009620299056355202,8,0.763287,613,0.7623249700943645,0.7623249700943645,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.5.2.4,0.013047,0.00043936040869921994,4,0.35743400000000003,264,0.3569946395913008,0.3569946395913008,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6.8.5.2.4.1,0.00275,2.8580029178819897e-05,1,0.349885,247,0.3498564199708212,0.3498564199708212,h3n2_ideal_delay,2011-04-01,2012-04-01,12.0,ideal
A.6,0.99998,0.9999999999999825,465,0.999982,846,-1.7999999982420967e-05,1.7999999982420967e-05,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6,0.11891000000000002,0.05967793340679272,70,0.003304,9,-0.05637393340679272,0.05637393340679272,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6.1,1.9e-05,2.707043104602692e-06,1,0.0,0,-2.707043104602692e-06,2.707043104602692e-06,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6.2,0.007194000000000001,0.0010019585389495762,5,0.0,0,-0.0010019585389495762,0.0010019585389495762,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6.2.1,0.005727,0.0007930327419368762,4,0.0,0,-0.0007930327419368762,0.0007930327419368762,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6.3,0.11152200000000001,0.0586510491843465,61,0.0032400000000000003,8,-0.0554110491843465,0.0554110491843465,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6.3.1,2.3e-05,3.3067144984328244e-06,1,0.0,0,-3.3067144984328244e-06,3.3067144984328244e-06,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6.3.2,0.028310000000000002,0.0025440501807349586,9,2.6e-05,1,-0.0025180501807349587,0.0025180501807349587,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.6.3.3,0.079907,0.0556480217222937,45,0.003171,6,-0.0524770217222937,0.0524770217222937,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8,0.8786820000000001,0.9401229206697356,394,0.986415,834,0.04629207933026447,0.04629207933026447,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.1,0.08897200000000001,0.026000784157669987,48,0.020747,12,-0.005253784157669986,0.005253784157669986,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.2,0.022896,0.0017265670685040005,9,0.0,0,-0.0017265670685040005,0.0017265670685040005,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.3,0.063459,0.0157615413334992,14,0.0,0,-0.0157615413334992,0.0157615413334992,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.4,0.5708,0.8789630137284504,252,0.14321899999999999,157,-0.7357440137284504,0.7357440137284504,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.4.1,0.042086,0.0185191536119299,6,0.0,0,-0.0185191536119299,0.0185191536119299,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.4.2,0.021098,0.0112996243382446,6,2.6e-05,1,-0.0112736243382446,0.0112736243382446,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.4.3,0.021639000000000002,0.0820395778078253,10,0.0,0,-0.0820395778078253,0.0820395778078253,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.4.5,0.001326,0.00041777254810310474,16,0.0,0,-0.00041777254810310474,0.00041777254810310474,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.4.6,0.020416,0.0201070324848736,3,0.019671,15,-0.000436032484873599,0.000436032484873599,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.4.7,0.111838,0.194366015307275,62,0.071377,66,-0.12298901530727499,0.12298901530727499,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.5,0.07922399999999999,0.008212549455546302,21,0.822449,665,0.8142364505444537,0.8142364505444537,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.5.1,0.040081,0.006298401948979112,12,0.059162,52,0.05286359805102089,0.05286359805102089,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.5.2,0.031120999999999996,0.0006501577068414,3,0.763287,613,0.7626368422931586,0.7626368422931586,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6.8.5.2.4,0.019096,0.000424903968173,2,0.35743400000000003,264,0.357009096031827,0.357009096031827,h3n2_realistic_delay,2011-04-01,2012-04-01,12.0,realistic
A.6,0.999983,0.9999999999999777,614,0.9999199999999999,608,-7.999999997776452e-05,7.999999997776452e-05,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.6,0.06879199999999999,0.0592105722091824,89,0.0054670000000000005,31,-0.0537435722091824,0.0537435722091824,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.6.2,0.0034119999999999997,0.002954572263433943,7,4.5e-05,1,-0.002909572263433943,0.002909572263433943,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.6.2.1,0.0031969999999999998,0.0027923960849501428,6,4.5e-05,1,-0.002747396084950143,0.002747396084950143,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.6.3,0.061452,0.05331945517766663,80,0.005207000000000001,29,-0.04811245517766663,0.04811245517766663,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.6.3.2,0.022143,0.01944080139803386,20,0.004342,11,-0.01509880139803386,0.01509880139803386,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.6.3.3,0.038854,0.033575722983347614,58,0.000865,18,-0.032710722983347616,0.032710722983347616,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8,0.931167,0.9407735678899825,523,0.994453,577,0.05367943211001758,0.05367943211001758,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.1,0.027952,0.02430910420005443,32,0.017352,11,-0.00695710420005443,0.00695710420005443,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.2,0.000491,0.00035343535573633723,6,0.0,0,-0.00035343535573633723,0.00035343535573633723,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.3,0.020506,0.016543886643506037,24,0.000567,8,-0.015976886643506036,0.015976886643506036,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.4,0.404652,0.3795439025465047,311,0.367064,249,-0.012479902546504718,0.012479902546504718,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.4.1,0.041798999999999996,0.048802688993519375,24,0.002283,13,-0.046519688993519374,0.046519688993519374,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.4.2,0.008078,0.006864474421971847,17,0.006259000000000001,6,-0.0006054744219718463,0.0006054744219718463,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.4.3,0.008439,0.0068709876066875945,15,0.00017900000000000001,5,-0.006691987606687594,0.006691987606687594,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.4.6,0.075456,0.06603588570504097,27,0.024595000000000002,27,-0.04144088570504097,0.04144088570504097,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.4.6.2,0.027611,0.023510579364711702,8,0.004039,9,-0.0194715793647117,0.0194715793647117,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
A.6.8.4.7,0.148293,0.13380187520724002,86,0.149647,103,0.015845124792759985,0.015845124792759985,h3n2_no_delay,2011-07-01,2011-10-01,3.0,none
